parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles
PAR-004218,PC-EQ-02 ,2025-12-22,08:00,2.6,Operativa ,Corte de energía externo,633.0
PAR-004860,pc-eq-04,02/06/2025,05:00,12.6,CORRECTIVA,Rotura de faja/correa,23938.0
PAR-004122,PCEQ02,2024-11-12,13:00,2.5,Operativa ,Espera de insumos (reactivos/bolas de molienda),583.0
PAR-006071,PC-EQ-07,2025-09-30,04:00,2.7, operativa,Falta de mineral en cancha,1046.0
PAR-005545,PCEQ05,02/05/2027,05:00,2.2,OPERATIVA,Condiciones climáticas adversas,563.0
PAR-005732,PC-EQ-06 ,2025-04-22,00:00,8.2,Preventiva,Mantenimiento programado (plan anual),9971.0
PAR-003773,PC-EQ-01 ,2025-02-13,01:00,0.5,Correctiva,Falla eléctrica - motor/tablero,665.0
PAR-005311,pc-eq-05,08/06/2025,02:00,0.9,Operativa,Espera de insumos (reactivos/bolas de molienda),203.0
PAR-004139,pc-eq-02,2025-01-17,13:00,0.7,Operativa,Condiciones climáticas adversas,401.0
PAR-006132,PC-EQ-07,2026-09-04,13:00,2.9,Operativa ,Falta de mineral en cancha,1532.0
PAR-003976,PC-EQ-01 ,11/04/2027,19:00,1.2,Operativa ,Condiciones climáticas adversas,545.0
PAR-006109, PC-EQ-07,2026-04-08,01:00,7.3,Preventiva,Mantenimiento programado (plan anual),10759.0
PAR-004623,PC-EQ-03,15/12/2026,18:00,4.3,Preventiva ,Mantenimiento programado (plan anual),5360.0
PAR-007064,PC_EQ_10,2025-10-19,01:00,16.4,Correctiva,,26627.0
PAR-004407,PC-EQ-03 ,2024-01-01,04:00,0.5,Correctiva,Falla eléctrica - motor/tablero,569.0
PAR-004477,PC-EQ-03,2025-01-13,16:00,5.3,Preventiva ,Mantenimiento programado (plan anual),6659.0
PAR-005125,pc-eq-04,2027-09-13,17:00,2.9, operativa,Falta de mineral en cancha,715.0
PAR-004576,PC-EQ-03,2026-04-06,07:00,7.7,Preventiva,Mantenimiento programado (plan anual),14463.0
PAR-003775,PCEQ01,2025-02-17,01:00,2.5,CORRECTIVA,Rotura de faja/correa,2196.0
PAR-004627,pc-eq-03,02/01/2027,19:00,3.7,Correctiva ,Falla mecÃ¡nica - desgaste de componente,5593.0
PAR-007072, PC-EQ-10,2025-11-28,01:00,0.9,Correctiva,Falla eléctrica - motor/tablero,
PAR-006108,PC_EQ_07,2026-04-04,11:00,2.5, operativa,Falta de mineral en cancha,573.0
PAR-005968, PC-EQ-07,22/01/2024,08:00,6.1,Preventiva,Mantenimiento programado (plan anual),9496.0
PAR-006660,PC-EQ-09,2025-01-17,16:00,2.3,OPERATIVA,Falta de mineral en cancha,920.0
PAR-005591,PC-EQ-05	,2027-09-26,07:00,12.9,Correctiva,Falla eléctrica - motor/tablero,25451.0
PAR-005176, PC-EQ-05,2024-03-28,16:00,4.4,Correctiva ,Falla de lubricación,7947.0
PAR-006375,PCEQ08,01/08/2025,19:00,0.9,Operativa ,Espera de insumos (reactivos/bolas de molienda),519.0
PAR-005643,PC-EQ-06,26/03/2024,04:00,0.5,CORRECTIVA,Falla de lubricación,577.0
PAR-004637, PC-EQ-03,2027-03-02,00:00,1.9,OPERATIVA,Condiciones climáticas adversas,746.0
PAR-006831,pc-eq-09,2027-05-14,01:00,0.5, correctiva,Falla eléctrica - motor/tablero,1077.0
PAR-007146,PCEQ10,2026-09-07,02:00,5.1,Preventiva ,Mantenimiento programado (plan anual),9757.0
PAR-006783,PC-EQ-09	,2026-08-23,09:00,4.8,Correctiva,Falla de lubricación,8930.0
PAR-005613,PC-EQ-05 ,2027-12-07,22:00,1.0, operativa,,301.0
PAR-003804,pc-eq-01,2025-07-06,00:00,4.9, correctiva,Falla de lubricación,6176.0
PAR-007046,PC-EQ-10,28/08/2025,00:00,20.0,CORRECTIVA,Rotura de faja/correa,22346.0
PAR-006195,PC_EQ_07,2027-06-26,06:00,8.2,Preventiva ,Mantenimiento programado (plan anual),14176.0
PAR-006013,PC_EQ_07,23/10/2024,15:00,0.7, operativa,,
PAR-006222,PCEQ07,2027-11-10,00:00,5.7,Preventiva,Mantenimiento programado (plan anual),11668.0
PAR-004905,PCEQ04,29/10/2025,02:00,1.8,Operativa,Espera de insumos (reactivos/bolas de molienda),807.0
PAR-005109,PC_EQ_04,2027-07-31,00:00,20.0,Correctiva,Falla eléctrica - motor/tablero,36658.0
PAR-006534,PC-EQ-08 ,2027-03-28,09:00,8.5,Preventiva,Mantenimiento programado (plan anual),
PAR-006197,PC-EQ-07,2027-07-03,11:00,1.1,Operativa,Falta de mineral en cancha,460.0
PAR-006412,PC-EQ-08,2025-12-25,03:00,7.9,PREVENTIVA,Mantenimiento programado (plan anual),6741.0
PAR-007238,PC-EQ-10 ,2027-10-08,06:00,15.8,Correctiva ,Atoro de mineral / obstrucción,27700.0
PAR-005752,pc-eq-06,23/07/2025,19:00,3.9,CORRECTIVA,Falla mecánica - desgaste de componente,7939.0
PAR-004354,PC-EQ-02 ,2027-05-04,12:00,2.6,Operativa,Falta de mineral en cancha,
PAR-006611,pc-eq-09,2024-04-13,05:00,3.7,Correctiva ,Falla eléctrica - motor/tablero,3805.0
PAR-004224,PCEQ02,12/01/2026,12:00,1.4,OPERATIVA,,755.0
PAR-003944,pc-eq-01,08/12/2026,12:00,3.6,Correctiva ,,7051.0
PAR-004086,PC-EQ-02	,19/06/2024,03:00,11.2, correctiva,Rotura de faja/correa,14150.0
PAR-006376,PC-EQ-08 ,03/08/2025,10:00,10.2,CORRECTIVA,Falla eléctrica - motor/tablero,10720.0
PAR-004603, PC-EQ-03,17/08/2026,19:00,2.2,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),1073.0
PAR-004005,PCEQ01,2027-08-01,15:00,5.1, correctiva,Falla de lubricación,6362.0
PAR-004336,PC-EQ-02,2027-03-12,19:00,1.6,OPERATIVA,Falta de mineral en cancha,620.0
PAR-006331,PCEQ08,2025-02-23,01:00,20.0,Correctiva,Atoro de mineral / obstrucción,28812.0
PAR-006757,PC_EQ_09,26/04/2026,19:00,1.6,Operativa,Condiciones climáticas adversas,380.0
PAR-006745,pc-eq-09,2026-03-08,07:00,1.5,Operativa ,Condiciones climáticas adversas,789.0
PAR-005888, PC-EQ-06,29/01/2027,03:00,4.1,Preventiva ,Mantenimiento programado (plan anual),4986.0
PAR-004541,PCEQ03,2025-11-17,17:00,1.9,Operativa ,Espera de insumos (reactivos/bolas de molienda),545.0
PAR-004144,PC-EQ-02 ,2025-02-10,07:00,4.9,Correctiva ,Falla mecánica - desgaste de componente,9462.0
PAR-007049,PCEQ10,07/09/2025,02:00,1.0,Operativa,Falta de mineral en cancha,402.0
PAR-006481,PC-EQ-08	,2026-10-01,05:00,11.7, correctiva,Falla eléctrica - motor/tablero,25563.0
PAR-005224,PCEQ05,16/08/2024,04:00,18.7,CORRECTIVA,Falla de lubricación,30326.0
PAR-003943,pc-eq-01,2026-12-08,05:00,0.8, operativa,Espera de insumos (reactivos/bolas de molienda),386.0
PAR-005672,pc-eq-06,2024-07-22,03:00,9.9, correctiva,Falla mecánica - desgaste de componente,17243.0
PAR-007230,PCEQ10,24/08/2027,04:00,15.4, correctiva,Falla eléctrica - motor/tablero,24251.0
PAR-006960,PC-EQ-10	,10/10/2024,17:00,2.4, operativa,Corte de energía externo,1075.0
PAR-004729,PC-EQ-04 ,23/04/2024,01:00,6.9,Preventiva,Mantenimiento programado (plan anual),10840.0
PAR-006214,PCEQ07,2027-09-09,18:00,3.0,Correctiva ,Falla de lubricación,4267.0
PAR-004190,pc-eq-02,2025-08-13,02:00,9.1, correctiva,Falla de lubricación,7598.0
PAR-006113, PC-EQ-07,2026-04-25,03:00,8.1,Preventiva,Mantenimiento programado (plan anual),16419.0
PAR-003808,PCEQ01,02/08/2025,03:00,2.6,Operativa,Falta de mineral en cancha,1466.0
PAR-004150,PC_EQ_02,06/03/2025,08:00,0.9,Correctiva ,Atoro de mineral / obstrucción,1584.0
PAR-005205,PC_EQ_05,2024-06-21,01:00,20.0,CORRECTIVA,Falla eléctrica - motor/tablero,33269.0
PAR-005147,PC-EQ-04,2027-11-24,02:00,10.7,Correctiva,Falla mecánica - desgaste de componente,13255.0
PAR-003855,PC-EQ-01	,19/01/2026,00:00,2.2,Operativa,Falta de mineral en cancha,815.0
PAR-004566, PC-EQ-03,2026-02-11,10:00,2.6,Correctiva ,Atoro de mineral / obstrucción,5249.0
PAR-005076, PC-EQ-04,2027-05-03,06:00,2.8,CORRECTIVA,Falla eléctrica - motor/tablero,6114.0
PAR-006935,PC-EQ-10,17/07/2024,03:00,4.5,Correctiva,Falla mecánica - desgaste de componente,4711.0
PAR-003918,PC-EQ-01	,04/09/2026,18:00,0.8, operativa,Falta de mineral en cancha,188.0
PAR-004259,PCEQ02,2026-04-26,15:00,4.9, preventiva,Mantenimiento programado (plan anual),9446.0
PAR-005746,PC-EQ-06 ,30/06/2025,05:00,2.7,OPERATIVA,Condiciones climáticas adversas,1251.0
PAR-006027,PC-EQ-07,25/01/2025,08:00,3.3,Correctiva,Rotura de faja/correa,5113.0
PAR-005072,PCEQ04,2027-04-12,18:00,2.7,OPERATIVA,Condiciones climáticas adversas,1205.0
PAR-007011,PC-EQ-10	,22/04/2025,11:00,0.6,Operativa,Condiciones climáticas adversas,
PAR-006319,PC_EQ_08,17/12/2024,16:00,1.5, operativa,Corte de energía externo,592.0
PAR-006053,PCEQ07,25/05/2025,17:00,2.9,Operativa,Espera de insumos (reactivos/bolas de molienda),1300.0
PAR-005064,PC-EQ-04	,22/03/2027,02:00,20.0,CORRECTIVA,Atoro de mineral / obstrucción,37254.0
PAR-005955,PC-EQ-06 ,22/11/2027,10:00,2.2,Operativa,Espera de insumos (reactivos/bolas de molienda),989.0
PAR-006292,PC-EQ-08 ,2024-09-03,04:00,7.5,Preventiva ,Mantenimiento programado (plan anual),15302.0
PAR-003828, PC-EQ-01,2025-10-27,04:00,3.3,Correctiva,Rotura de faja/correa,3801.0
PAR-005615,PCEQ05,2027-12-12,16:00,5.5,CORRECTIVA,Rotura de faja/correa,
PAR-006654,PC-EQ-09,2024-12-21,14:00,6.9, preventiva,Mantenimiento programado (plan anual),13399.0
PAR-005880,PCEQ06,14/01/2027,14:00,4.3,Preventiva ,Mantenimiento programado (plan anual),7920.0
PAR-007007,PC-EQ-10 ,05/04/2025,15:00,4.3, correctiva,Falla de lubricación,8811.0
PAR-005789,PC-EQ-06 ,2026-01-07,07:00,5.9,Correctiva,Rotura de faja/correa,12825.0
PAR-006106,PC_EQ_07,2026-03-26,15:00,1.4,CORRECTIVA,Falla mecánica - desgaste de componente,1910.0
PAR-003867,PCEQ01,18/02/2026,02:00,15.9,CORRECTIVA,Falla eléctrica - motor/tablero,22407.0
PAR-004088,PC-EQ-02 ,21/06/2024,08:00,5.0,Correctiva,Atoro de mineral / obstrucción,7737.0
PAR-005558,PC_EQ_05,10/06/2027,15:00,3.7,CORRECTIVA,Falla eléctrica - motor/tablero,7853.0
PAR-006718,PC-EQ-09	,03/11/2025,08:00,3.6,Correctiva ,Falla de lubricación,4781.0
PAR-004060,PC-EQ-02,2024-02-22,13:00,0.5,Correctiva,,835.0
PAR-004228,PC_EQ_02,2026-01-23,02:00,1.7,OPERATIVA,Condiciones climáticas adversas,341.0
PAR-006665,PC-EQ-09	,2025-02-19,12:00,2.3,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),789.0
PAR-003907,PCEQ01,2026-07-14,07:00,8.2,PREVENTIVA,Mantenimiento programado (plan anual),6698.0
PAR-006786,PC-EQ-09 ,2026-09-04,00:00,9.0,Preventiva,Mantenimiento programado (plan anual),11723.0
PAR-004030,PC-EQ-01 ,01/11/2027,03:00,20.0,Correctiva ,Falla mecánica - desgaste de componente,17495.0
PAR-006259,PC-EQ-08	,29/04/2024,02:00,5.8, correctiva,Atoro de mineral / obstrucción,6830.0
PAR-004695, PC-EQ-04,2024-01-17,02:00,2.4,Correctiva,,
PAR-004230,PCEQ02,24/01/2026,05:00,7.1, preventiva,Mantenimiento programado (plan anual),7753.0
PAR-004241, PC-EQ-02,2026-02-24,01:00,16.8,CORRECTIVA,Atoro de mineral / obstrucción,24817.0
PAR-003917,pc-eq-01,03/09/2026,03:00,4.4,Correctiva,Falla eléctrica - motor/tablero,7307.0
PAR-003938,PCEQ01,2026-11-16,05:00,1.8,Operativa,,
PAR-004696,PC-EQ-04,2024-01-21,14:00,2.6,Correctiva,,5396.0
PAR-004984,PC-EQ-04 ,02/07/2026,03:00,4.8,Correctiva,,9553.0
PAR-006637,pc-eq-09,06/10/2024,07:00,7.3,Preventiva,Mantenimiento programado (plan anual),12140.0
PAR-006301,PCEQ08,2024-10-15,02:00,1.1,Operativa,,595.0
PAR-006965,PC-EQ-10 ,2024-10-24,12:00,10.3,CORRECTIVA,Falla mecánica - desgaste de componente,12086.0
PAR-006941, PC-EQ-10,2024-08-05,10:00,1.3,Operativa,Condiciones climáticas adversas,513.0
PAR-007113,PC_EQ_10,2026-05-04,13:00,1.0,Correctiva ,Falla de lubricación,1007.0
PAR-005961,pc-eq-06,2027-12-08,15:00,2.1, operativa,Condiciones climáticas adversas,1220.0
PAR-004668,PC-EQ-03 ,18/09/2027,04:00,0.7, operativa,Espera de insumos (reactivos/bolas de molienda),140.0
PAR-005801,pc-eq-06,2026-02-15,04:00,2.2,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),605.0
PAR-006039,PCEQ07,27/03/2025,11:00,2.2,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),972.0
PAR-004750,PC_EQ_04,2024-06-23,13:00,8.2, preventiva,Mantenimiento programado (plan anual),17974.0
PAR-005640,PC-EQ-06,2024-03-13,15:00,0.9,Correctiva,,1363.0
PAR-005263,pc-eq-05,17/12/2024,08:00,0.9,Operativa,Espera de insumos (reactivos/bolas de molienda),433.0
PAR-007122, PC-EQ-10,2026-06-05,07:00,6.5,Correctiva,Falla mecánica - desgaste de componente,9402.0
PAR-005767,PC-EQ-06 ,02/10/2025,17:00,2.1,Correctiva ,Falla eléctrica - motor/tablero,3644.0
PAR-005708,PC-EQ-06 ,20/01/2025,02:00,6.7,Preventiva,Mantenimiento programado (plan anual),8862.0
PAR-006203,PCEQ07,04/08/2027,07:00,5.8,PREVENTIVA,Mantenimiento programado (plan anual),6586.0
PAR-004775,PC-EQ-04	,31/08/2024,05:00,4.2,Preventiva,Mantenimiento programado (plan anual),7690.0
PAR-003832,pc-eq-01,2025-11-01,00:00,5.9,Correctiva,Falla mecánica - desgaste de componente,6882.0
PAR-004584,PC-EQ-03 ,2026-05-14,01:00,7.0,Preventiva ,Mantenimiento programado (plan anual),
PAR-005816,PC-EQ-06 ,11/04/2026,01:00,6.3, preventiva,Mantenimiento programado (plan anual),8457.0
PAR-004401,PC_EQ_02,2027-11-24,07:00,12.1, correctiva,Falla de lubricación,10919.0
PAR-003798,PCEQ01,22/05/2025,09:00,0.5,Correctiva,Atoro de mineral / obstrucción,1076.0
PAR-005315,PCEQ05,18/06/2025,02:00,20.0,Correctiva ,Falla mecánica - desgaste de componente,43212.0
PAR-005084,PCEQ04,2027-05-22,07:00,2.0,Operativa,Espera de insumos (reactivos/bolas de molienda),931.0
PAR-006090,PC-EQ-07 ,13/12/2025,04:00,4.7,CORRECTIVA,Falla de lubricación,4104.0
PAR-005553,pc-eq-05,2027-05-20,03:00,20.0,Correctiva ,Atoro de mineral / obstrucción,20498.0
PAR-005761,PC-EQ-06,2025-08-26,06:00,6.4,PREVENTIVA,Mantenimiento programado (plan anual),12546.0
PAR-006705,PC_EQ_09,13/09/2025,14:00,8.9,Preventiva ,Mantenimiento programado (plan anual),16323.0
PAR-006433,pc-eq-08,21/03/2026,17:00,0.5,Correctiva,Falla de lubricación,1013.0
PAR-004121,PC_EQ_02,10/11/2024,17:00,0.9,CORRECTIVA,Atoro de mineral / obstrucción,1437.0
PAR-004564,pc-eq-03,2026-02-02,20:00,0.5, correctiva,Falla de lubricación,858.0
PAR-005862,PC-EQ-06 ,2026-11-01,18:00,2.8,Correctiva,Atoro de mineral / obstrucción,2243.0
PAR-006913,PC-EQ-10	,17/04/2024,13:00,1.2,CORRECTIVA,Atoro de mineral / obstrucciÃ³n,2263.0
PAR-004419,pc-eq-03,12/02/2024,12:00,1.4,Operativa ,Falta de mineral en cancha,584.0
PAR-005498, PC-EQ-05,2026-11-23,07:00,8.2, preventiva,Mantenimiento programado (plan anual),16618.0
PAR-005669,PC-EQ-06,2024-07-18,12:00,10.1, correctiva,Atoro de mineral / obstrucción,10142.0
PAR-005253,PC-EQ-05 ,26/11/2024,18:00,0.5,CORRECTIVA,Falla eléctrica - motor/tablero,657.0
PAR-004278,PC_EQ_02,2026-07-23,15:00,4.8,Correctiva,Falla eléctrica - motor/tablero,5562.0
PAR-006067, PC-EQ-07,2025-09-16,07:00,8.7,Correctiva,Falla de lubricación,11147.0
PAR-006283,PCEQ08,2024-07-20,08:00,0.7,Correctiva,Atoro de mineral / obstrucción,1281.0
PAR-006406,PC-EQ-08,2025-11-30,02:00,20.0,CORRECTIVA,Falla eléctrica - motor/tablero,24659.0
PAR-007133,PC-EQ-10	,14/07/2026,07:00,6.4,Preventiva,Mantenimiento programado (plan anual),6443.0
PAR-007052,PCEQ10,10/09/2025,06:00,9.6,Correctiva,Rotura de faja/correa,11258.0
PAR-005857,PC-EQ-06,28/09/2026,01:00,20.0,Correctiva,Rotura de faja/correa,37075.0
PAR-003920,PCEQ01,2026-09-07,08:00,4.5,Preventiva,Mantenimiento programado (plan anual),9791.0
PAR-005585,pc-eq-05,2027-09-05,02:00,8.5,Correctiva,Rotura de faja/correa,14162.0
PAR-006720,PC-EQ-09	,17/11/2025,12:00,10.0,Correctiva,Falla eléctrica - motor/tablero,10864.0
PAR-005470,pc-eq-05,2026-08-18,02:00,7.2,Preventiva,Mantenimiento programado (plan anual),12190.0
PAR-007141,PC-EQ-10 ,21/08/2026,13:00,0.7,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),361.0
PAR-006530,pc-eq-08,17/03/2027,03:00,19.8,Correctiva ,Falla eléctrica - motor/tablero,22759.0
PAR-006795,PC-EQ-09 ,08/10/2026,09:00,6.2,Preventiva,Mantenimiento programado (plan anual),13616.0
PAR-004486,pc-eq-03,15/02/2025,05:00,2.0,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),985.0
PAR-003971,PC-EQ-01	,2027-03-31,01:00,20.0,Correctiva ,Atoro de mineral / obstrucción,28275.0
PAR-004207,PC_EQ_02,2025-11-03,01:00,4.7,Correctiva,Rotura de faja/correa,9102.0
PAR-005143,PC-EQ-04 ,09/11/2027,07:00,2.0,Correctiva ,Atoro de mineral / obstrucción,2860.0
PAR-005561,PC-EQ-05 ,2027-06-17,20:00,1.3,Correctiva,Rotura de faja/correa,2004.0
PAR-005344,PC_EQ_05,09/09/2025,13:00,2.5,Operativa,Corte de energía externo,783.0
PAR-004159,PCEQ02,2025-04-09,11:00,0.5,CORRECTIVA,Rotura de faja/correa,945.0
PAR-005358, PC-EQ-05,05/11/2025,01:00,5.1,Correctiva,Rotura de faja/correa,9389.0
PAR-003820,PC-EQ-01	,2025-09-06,03:00,13.2,Correctiva ,Falla eléctrica - motor/tablero,13673.0
PAR-006906,PC-EQ-10,24/03/2024,05:00,12.1, correctiva,Falla de lubricación,21058.0
PAR-006066,PC-EQ-07,2025-09-11,20:00,1.8,Operativa,Espera de insumos (reactivos/bolas de molienda),991.0
PAR-004808,PCEQ04,21/12/2024,13:00,2.0,Operativa ,Condiciones climÃ¡ticas adversas,779.0
PAR-006670,PC-EQ-09,2025-04-01,02:00,1.3,OPERATIVA,Falta de mineral en cancha,765.0
PAR-004204,PC-EQ-02 ,2025-10-09,15:00,4.8,Preventiva,Mantenimiento programado (plan anual),7307.0
PAR-006690,pc-eq-09,10/07/2025,02:00,4.4,Preventiva,,4886.0
PAR-004071,pc-eq-02,11/04/2024,05:00,8.7, preventiva,Mantenimiento programado (plan anual),10771.0
PAR-004664,pc-eq-03,14/08/2027,14:00,4.4, preventiva,Mantenimiento programado (plan anual),8217.0
PAR-006553,PC-EQ-08,2027-06-21,13:00,9.1,Correctiva,Atoro de mineral / obstrucción,7446.0
PAR-006781,PC-EQ-09	,17/08/2026,20:00,1.1,Operativa,Condiciones climáticas adversas,492.0
PAR-006249,PCEQ08,2024-03-02,14:00,1.3,Correctiva,Falla eléctrica - motor/tablero,1677.0
PAR-005278,PC-EQ-05,2025-02-02,06:00,1.8,Operativa ,Falta de mineral en cancha,583.0
PAR-004145,PC_EQ_02,2025-02-12,04:00,5.5,Preventiva ,Mantenimiento programado (plan anual),6040.0
PAR-004559,pc-eq-03,20/01/2026,14:00,2.3,OPERATIVA,Condiciones climáticas adversas,470.0
PAR-004412,PCEQ03,2024-01-14,12:00,5.5,PREVENTIVA,Mantenimiento programado (plan anual),10017.0
PAR-004390,PC-EQ-02	,13/10/2027,07:00,8.3,Preventiva,Mantenimiento programado (plan anual),11764.0
PAR-004665,PC_EQ_03,2027-08-20,10:00,6.0, correctiva,Falla eléctrica - motor/tablero,10618.0
PAR-006408, PC-EQ-08,2025-12-11,07:00,12.6,Correctiva,Atoro de mineral / obstrucción,23179.0
PAR-006861,PC-EQ-09,2027-09-24,13:00,6.0,Correctiva,Falla eléctrica - motor/tablero,7440.0
PAR-004737, PC-EQ-04,21/05/2024,00:00,12.5,Correctiva ,Falla de lubricación,27404.0
PAR-005971,PC-EQ-07 ,2024-02-17,19:00,3.4,Correctiva,Falla de lubricación,6760.0
PAR-003839,PC-EQ-01 ,2025-12-05,03:00,1.7, operativa,Condiciones climáticas adversas,716.0
PAR-004692,pc-eq-04,2024-01-12,00:00,18.5, correctiva,Atoro de mineral / obstrucción,21675.0
PAR-004577, PC-EQ-03,16/04/2026,14:00,2.1,Operativa ,Falta de mineral en cancha,1239.0
PAR-005389,PC_EQ_05,30/01/2026,06:00,7.1,Correctiva,Falla mecánica - desgaste de componente,14472.0
PAR-006042,PC_EQ_07,05/04/2025,12:00,2.7,Correctiva ,Falla eléctrica - motor/tablero,2468.0
PAR-005168,PC_EQ_05,23/02/2024,01:00,7.0,Preventiva,Mantenimiento programado (plan anual),6352.0
PAR-005149,PC-EQ-04	,2027-11-30,03:00,1.1, operativa,Falta de mineral en cancha,558.0
PAR-006629,PC-EQ-09 ,2024-08-03,00:00,11.4,Correctiva,,10216.0
PAR-007071,PC-EQ-10	,2025-11-28,10:00,0.7,Operativa,Falta de mineral en cancha,
PAR-006570,PC-EQ-08 ,14/09/2027,14:00,7.3,Correctiva,Atoro de mineral / obstrucción,14964.0
PAR-006817,PC-EQ-09 ,2027-02-10,09:00,0.6,Operativa,Corte de energía externo,270.0
PAR-004113,pc-eq-02,22/09/2024,02:00,20.0,Correctiva,Atoro de mineral / obstrucción,33250.0
PAR-006848,pc-eq-09,2027-07-22,13:00,2.0,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),1109.0
PAR-005636,PC-EQ-06,2024-02-27,10:00,4.3,Preventiva,Mantenimiento programado (plan anual),6016.0
PAR-007249,PC-EQ-10	,2027-11-07,17:00,0.8,Correctiva,Falla mecánica - desgaste de componente,1643.0
PAR-005896,PC-EQ-06	,02/03/2027,12:00,8.8, correctiva,Rotura de faja/correa,17276.0
PAR-006410,PC-EQ-08	,2025-12-15,05:00,9.2, correctiva,Falla de lubricación,8838.0
PAR-006482,PC-EQ-08,2026-10-02,06:00,2.5,Operativa,Condiciones climáticas adversas,1395.0
PAR-005189,PC_EQ_05,2024-05-07,19:00,2.9,Operativa,Corte de energía externo,1130.0
PAR-005440,pc-eq-05,24/05/2026,14:00,1.1,Operativa ,Condiciones climáticas adversas,528.0
PAR-006317,PC_EQ_08,10/12/2024,08:00,6.4, preventiva,Mantenimiento programado (plan anual),12370.0
PAR-005044,pc-eq-04,2026-12-17,22:00,1.0,OPERATIVA,Corte de energía externo,363.0
PAR-004832, PC-EQ-04,2025-02-23,01:00,20.0,Correctiva,Rotura de faja/correa,43389.0
PAR-005834, PC-EQ-06,2026-06-25,16:00,6.8,Correctiva,Rotura de faja/correa,6675.0
PAR-004153,PC_EQ_02,2025-03-25,04:00,8.1,Preventiva ,Mantenimiento programado (plan anual),15087.0
PAR-005025,PCEQ04,29/10/2026,17:00,2.4,OPERATIVA,,947.0
PAR-004180,PCEQ02,2025-07-21,03:00,1.3, operativa,Falta de mineral en cancha,473.0
PAR-005420,PC-EQ-05	,07/04/2026,03:00,20.0,CORRECTIVA,Falla eléctrica - motor/tablero,19543.0
PAR-006184,PC-EQ-07 ,21/04/2027,03:00,6.6,CORRECTIVA,Falla elÃ©ctrica - motor/tablero,14402.0
PAR-004066,PC-EQ-02,26/03/2024,00:00,2.3,OPERATIVA,Falta de mineral en cancha,933.0
PAR-004163,PC-EQ-02 ,2025-04-29,15:00,2.1,Correctiva,Falla eléctrica - motor/tablero,3560.0
PAR-004947,PC-EQ-04	,2026-03-03,10:00,6.3,Preventiva,Mantenimiento programado (plan anual),12142.0
PAR-005307,PC-EQ-05,2025-05-09,09:00,13.1,Correctiva ,Rotura de faja/correa,24328.0
PAR-006989,PCEQ10,2025-02-06,01:00,0.5,Correctiva,Falla eléctrica - motor/tablero,1047.0
PAR-006122,pc-eq-07,09/07/2026,14:00,7.5,Preventiva ,Mantenimiento programado (plan anual),6365.0
PAR-004505,PC-EQ-03,2025-05-18,04:00,18.5, correctiva,Rotura de faja/correa,30738.0
PAR-005846,PC_EQ_06,2026-08-16,18:00,1.5,Operativa,Condiciones climáticas adversas,358.0
PAR-004706,PC-EQ-04,2024-03-03,12:00,8.7,CORRECTIVA,Atoro de mineral / obstrucción,15319.0
PAR-006707,PC-EQ-09,2025-09-28,07:00,6.2,PREVENTIVA,Mantenimiento programado (plan anual),11457.0
PAR-005116,PC_EQ_04,2027-08-13,08:00,6.1, correctiva,Falla eléctrica - motor/tablero,8047.0
PAR-003854,PC-EQ-01,2026-01-15,03:00,20.0,Correctiva,Falla mecánica - desgaste de componente,31328.0
PAR-004317,PCEQ02,2026-12-26,02:00,15.7, correctiva,Falla mecánica - desgaste de componente,22466.0
PAR-004720, PC-EQ-04,08/04/2024,02:00,14.1, correctiva,Falla eléctrica - motor/tablero,15173.0
PAR-006370,PC-EQ-08,2025-07-09,02:00,7.2,Preventiva,Mantenimiento programado (plan anual),13988.0
PAR-006990,PC-EQ-10 ,07/02/2025,04:00,3.5, correctiva,Falla mecánica - desgaste de componente,6387.0
PAR-007142,pc-eq-10,2026-08-23,02:00,1.4,Operativa,Falta de mineral en cancha,552.0
PAR-003859,PC-EQ-01	,2026-01-26,11:00,6.6, preventiva,Mantenimiento programado (plan anual),6955.0
PAR-006528,PC-EQ-08 ,2027-03-13,03:00,7.3,Preventiva ,Mantenimiento programado (plan anual),14863.0
PAR-005388,PC-EQ-05	,25/01/2026,02:00,20.0,Correctiva,Falla mecánica - desgaste de componente,24196.0
PAR-006356, PC-EQ-08,2025-05-10,06:00,0.5,Correctiva,Atoro de mineral / obstrucción,466.0
PAR-003772,PCEQ01,11/02/2025,04:00,6.0,Preventiva,Mantenimiento programado (plan anual),12124.0
PAR-004442,PCEQ03,2024-06-20,00:00,7.0,Preventiva ,Mantenimiento programado (plan anual),
PAR-007057,PC-EQ-10,2025-09-27,16:00,0.9, correctiva,Atoro de mineral / obstrucción,1268.0
PAR-004574, PC-EQ-03,18/03/2026,15:00,4.2,Preventiva,Mantenimiento programado (plan anual),5464.0
PAR-003741,PC-EQ-01	,2024-09-30,03:00,7.9,Preventiva,Mantenimiento programado (plan anual),8243.0
