fecha,precio_cu_usd_lb,precio_zn_usd_lb,precio_ag_usd_oz,tipo_cambio_pen_usd
2025-08-04,4.617,1.118,27.824,3.7842
2025-08-05,4.618,1.121,27.74,3.7853
2025-08-06,4.614,1.124,27.639,3.7804
2025-08-07,4.622,1.118,27.824,3.7788
2025-08-08,4.63,1.117,27.603,3.7768
2025-08-09,4.601,1.1,27.493,3.7752
2025-08-10,4.585,1.105,27.617,3.7779
2025-08-11,4.565,1.105,27.309,3.7789
2025-08-12,4.561,1.114,27.318,3.7813
2025-08-13,4.551,1.122,27.076,3.7853
2025-08-14,4.539,1.12,26.936,3.7823
2025-08-15,4.487,1.113,26.933,3.778
2025-08-16,4.485,1.114,26.928,3.774
2025-08-17,4.483,1.116,27.195,3.7724
2025-08-18,4.475,1.113,27.168,3.7767
2025-08-19,4.498,1.109,27.228,3.7773
2025-08-20,4.532,1.117,27.299,3.7801
2025-08-21,4.537,1.125,27.232,3.7758
2025-08-22,4.539,1.124,27.246,3.7727
2025-08-23,4.521,1.116,27.54,3.771
2025-08-24,4.477,1.106,27.717,3.7697
2025-08-25,4.478,1.104,27.557,3.7701
2025-08-26,4.502,1.092,27.752,3.7685
2025-08-27,4.498,1.08,27.99,3.7703
2025-08-28,4.535,1.073,27.935,3.7726
2025-08-29,4.503,1.072,27.79,3.7695
2025-08-30,4.454,1.066,27.859,3.7722
2025-08-31,4.458,1.056,27.916,3.7734
2025-09-01,4.455,1.063,27.774,3.7767
2025-09-02,4.472,1.06,27.807,3.777
2025-09-03,4.495,1.058,27.676,3.7755
2025-09-04,4.476,1.047,27.735,3.7783
2025-09-05,4.447,1.039,27.866,3.7758
2025-09-06,4.441,1.044,27.818,3.7767
2025-09-07,4.451,1.043,27.787,3.7753
2025-09-08,4.436,1.045,27.908,3.7759
2025-09-09,4.417,1.04,28.236,3.7753
2025-09-10,4.41,1.043,28.378,3.7757
2025-09-11,4.386,1.032,28.527,3.7748
2025-09-12,4.364,1.028,28.62,3.7744
2025-09-13,4.379,1.016,28.319,3.7769
2025-09-14,4.38,1.008,27.839,3.7802
2025-09-15,4.334,1.011,28.06,3.7786
2025-09-16,4.297,1.009,27.896,3.7798
2025-09-17,4.319,1.022,27.716,3.7779
2025-09-18,4.284,1.024,27.61,3.7798
2025-09-19,4.268,1.019,27.375,3.7796
2025-09-20,4.271,1.039,27.206,3.7757
2025-09-21,4.31,1.029,27.165,3.7724
2025-09-22,4.355,1.021,27.087,3.7725
2025-09-23,4.32,1.026,27.17,3.7727
2025-09-24,4.306,1.03,27.101,3.7713
2025-09-25,4.31,1.035,27.228,3.7683
2025-09-26,4.308,1.038,27.143,3.7693
2025-09-27,4.322,1.044,26.964,3.7636
2025-09-28,4.337,1.031,26.722,3.765
2025-09-29,4.332,1.039,26.734,3.7643
2025-09-30,4.354,1.041,26.7,3.7624
2025-10-01,4.37,1.039,26.621,3.7583
2025-10-02,4.375,1.03,26.761,3.7588
2025-10-03,4.346,1.034,26.707,3.7577
2025-10-04,4.333,1.032,26.957,3.7632
2025-10-05,4.335,1.026,27.134,3.7668
2025-10-06,4.334,1.029,27.183,3.7678
2025-10-07,4.34,1.032,27.005,3.7704
2025-10-08,4.321,1.026,27.075,3.7726
2025-10-09,4.337,1.011,27.064,3.7746
2025-10-10,4.348,1.023,26.86,3.7756
2025-10-11,4.351,1.017,27.118,3.7734
2025-10-12,4.347,1.009,27.086,3.7748
2025-10-13,4.351,1.006,27.042,3.7802
2025-10-14,4.375,1.001,26.987,3.7817
2025-10-15,4.394,1.0,27.096,3.7803
2025-10-16,4.374,1.013,27.117,3.7842
2025-10-17,4.364,1.034,26.876,3.7911
2025-10-18,4.336,1.029,26.672,3.7908
2025-10-19,4.338,1.033,26.748,3.7935
2025-10-20,4.342,1.029,26.696,3.7958
2025-10-21,4.341,1.03,26.669,3.7982
2025-10-22,4.332,1.012,26.484,3.7952
2025-10-23,4.36,1.008,26.462,3.7956
2025-10-24,4.332,1.0,26.591,3.7902
2025-10-25,4.335,1.015,26.51,3.7913
2025-10-26,4.315,1.019,26.602,3.794
2025-10-27,4.282,1.019,26.736,3.79
2025-10-28,4.291,1.018,26.808,3.7871
2025-10-29,4.261,1.017,26.686,3.7893
2025-10-30,4.268,1.015,26.607,3.788
2025-10-31,4.272,1.021,26.571,3.7887
2025-11-01,4.314,1.02,26.544,3.7849
2025-11-02,4.344,1.017,26.351,3.7802
2025-11-03,4.329,1.015,26.424,3.7856
2025-11-04,4.333,1.008,26.207,3.7871
2025-11-05,4.34,1.004,26.185,3.7846
2025-11-06,4.369,1.018,26.364,3.7865
2025-11-07,4.373,1.031,26.461,3.7865
2025-11-08,4.376,1.032,26.328,3.7857
2025-11-09,4.335,1.032,26.38,3.7894
2025-11-10,4.355,1.029,26.448,3.7867
2025-11-11,4.331,1.024,26.335,3.7885
2025-11-12,4.347,1.028,26.803,3.7905
2025-11-13,4.351,1.028,26.914,3.7929
2025-11-14,4.374,1.024,26.9,3.7894
2025-11-15,4.373,1.035,26.77,3.7962
2025-11-16,4.371,1.044,26.672,3.7965
2025-11-17,4.37,1.058,26.571,3.7923
2025-11-18,4.348,1.065,26.571,3.7962
2025-11-19,4.36,1.061,26.293,3.8014
2025-11-20,4.369,1.061,26.149,3.8064
2025-11-21,4.397,1.046,26.356,3.8109
2025-11-22,4.361,1.046,26.329,3.8158
2025-11-23,4.398,1.035,26.329,3.8174
2025-11-24,4.384,1.024,26.252,3.8186
2025-11-25,4.392,1.004,26.42,3.8179
2025-11-26,4.342,1.014,26.346,3.8107
2025-11-27,4.344,1.016,26.329,3.8085
2025-11-28,4.34,1.019,26.228,3.8079
2025-11-29,4.357,1.006,26.191,3.81
2025-11-30,4.367,1.0,26.018,3.8111
2025-12-01,4.362,1.011,26.292,3.8055
2025-12-02,4.326,1.007,26.381,3.8042
2025-12-03,4.358,1.005,26.128,3.8032
2025-12-04,4.361,1.001,26.353,3.8066
2025-12-05,4.376,1.0,26.333,3.8058
2025-12-06,4.37,1.0,26.571,3.8052
2025-12-07,4.374,1.0,26.669,3.8069
2025-12-08,4.356,1.0,26.667,3.8065
2025-12-09,4.343,1.003,26.671,3.8038
2025-12-10,4.321,1.015,26.862,3.8051
2025-12-11,4.292,1.012,26.9,3.8052
2025-12-12,4.314,1.005,26.838,3.7985
2025-12-13,4.323,1.005,26.907,3.7959
2025-12-14,4.317,1.0,26.769,3.7969
2025-12-15,4.338,1.0,26.759,3.7987
2025-12-16,4.344,1.0,26.678,3.8036
2025-12-17,4.32,1.005,26.701,3.8016
2025-12-18,4.318,1.008,26.619,3.8004
2025-12-19,4.347,1.013,26.417,3.7977
2025-12-20,4.353,1.012,26.317,3.7976
2025-12-21,4.301,1.021,26.071,3.8003
2025-12-22,4.291,1.016,26.002,3.8029
2025-12-23,4.312,1.018,26.049,3.8078
2025-12-24,4.347,1.021,25.835,3.8045
2025-12-25,4.308,1.01,25.968,3.8028
2025-12-26,4.309,1.009,25.773,3.8018
2025-12-27,4.284,1.0,25.66,3.8011
2025-12-28,4.284,1.0,25.927,3.8031
2025-12-29,4.294,1.008,25.736,3.8015
2025-12-30,4.313,1.002,25.774,3.8013
2025-12-31,4.3,1.0,25.991,3.7993
2026-01-01,4.298,1.0,26.222,3.8028
2026-01-02,4.279,1.002,26.531,3.8034
2026-01-03,4.281,1.016,26.529,3.8038
2026-01-04,4.297,1.015,26.436,3.8025
2026-01-05,4.338,1.006,26.619,3.8026
2026-01-06,4.302,1.007,26.363,3.8042
2026-01-07,4.305,1.007,26.169,3.7976
2026-01-08,4.301,1.0,25.856,3.7949
2026-01-09,4.298,1.011,25.896,3.7851
2026-01-10,4.27,1.029,25.96,3.7885
2026-01-11,4.222,1.026,26.12,3.7843
2026-01-12,4.202,1.029,26.046,3.7818
2026-01-13,4.201,1.029,25.965,3.7841
2026-01-14,4.21,1.019,26.077,3.7833
2026-01-15,4.202,1.024,26.098,3.7785
2026-01-16,4.216,1.03,26.073,3.7733
2026-01-17,4.205,1.022,26.091,3.7729
2026-01-18,4.204,1.028,26.106,3.7765
2026-01-19,4.188,1.018,26.118,3.7749
2026-01-20,4.197,1.022,26.272,3.7805
2026-01-21,4.174,1.019,26.421,3.7803
2026-01-22,4.146,1.01,26.423,3.7776
2026-01-23,4.148,1.025,26.438,3.7787
2026-01-24,4.143,1.026,26.051,3.7771
2026-01-25,4.154,1.015,25.964,3.7844
2026-01-26,4.155,1.031,25.82,3.7786
2026-01-27,4.196,1.03,25.934,3.7806
2026-01-28,4.2,1.043,25.986,3.789
2026-01-29,4.221,1.046,25.889,3.7877
2026-01-30,4.217,1.039,25.936,3.7889
2026-01-31,4.223,1.022,25.765,3.7869
2026-02-01,4.185,1.021,25.813,3.7896
2026-02-02,4.172,1.01,25.827,3.7954
2026-02-03,4.18,1.011,25.554,3.7951
2026-02-04,4.199,1.022,25.719,3.7923
2026-02-05,4.209,1.023,25.704,3.7896
2026-02-06,4.209,1.029,25.992,3.7915
2026-02-07,4.202,1.025,25.844,3.7908
2026-02-08,4.169,1.031,25.737,3.7918
2026-02-09,4.175,1.041,25.814,3.7879
2026-02-10,4.192,1.026,25.62,3.7832
2026-02-11,4.183,1.022,25.56,3.7815
2026-02-12,4.215,1.022,25.462,3.78
2026-02-13,4.249,1.023,25.525,3.7762
2026-02-14,4.242,1.02,25.465,3.7777
2026-02-15,4.228,1.0,25.549,3.7797
2026-02-16,4.238,1.006,25.587,3.7759
2026-02-17,4.209,1.001,25.698,3.7758
2026-02-18,4.213,1.01,25.841,3.7708
2026-02-19,4.232,1.01,25.826,3.7763
2026-02-20,4.24,1.007,25.892,3.7859
2026-02-21,4.267,1.006,25.876,3.7868
2026-02-22,4.257,1.029,26.058,3.7901
2026-02-23,4.252,1.03,26.186,3.7933
2026-02-24,4.264,1.038,26.227,3.7891
2026-02-25,4.256,1.025,26.188,3.795
2026-02-26,4.255,1.012,26.35,3.7924
2026-02-27,4.26,1.0,26.028,3.7946
2026-02-28,4.292,1.007,26.003,3.7976
2026-03-01,4.288,1.006,26.148,3.8012
2026-03-02,4.291,1.0,26.285,3.8025
2026-03-03,4.255,1.006,26.102,3.8016
2026-03-04,4.277,1.0,26.345,3.7986
2026-03-05,4.296,1.006,26.38,3.8005
2026-03-06,4.302,1.0,26.249,3.7982
2026-03-07,4.272,1.0,26.084,3.7964
2026-03-08,4.24,1.005,25.924,3.7906
2026-03-09,4.298,1.017,25.912,3.7908
2026-03-10,4.293,1.017,25.803,3.7916
2026-03-11,4.28,1.019,25.747,3.7847
2026-03-12,4.249,1.027,25.444,3.7861
2026-03-13,4.265,1.018,25.762,3.7809
2026-03-14,4.273,1.025,25.779,3.7841
2026-03-15,4.251,1.017,25.749,3.7827
2026-03-16,4.26,1.024,26.005,3.7845
2026-03-17,4.196,1.03,25.818,3.7912
2026-03-18,4.207,1.03,25.777,3.796
2026-03-19,4.186,1.049,25.822,3.7923
2026-03-20,4.198,1.056,25.908,3.796
2026-03-21,4.212,1.058,25.819,3.7944
2026-03-22,4.182,1.077,25.764,3.7925
2026-03-23,4.18,1.08,25.837,3.7993
2026-03-24,4.205,1.094,25.645,3.8018
2026-03-25,4.208,1.081,25.497,3.7954
2026-03-26,4.211,1.083,25.197,3.7987
2026-03-27,4.23,1.081,25.273,3.7965
2026-03-28,4.215,1.081,25.085,3.7944
2026-03-29,4.229,1.088,25.036,3.7908
2026-03-30,4.203,1.09,25.142,3.7933
2026-03-31,4.207,1.104,25.154,3.7925
2026-04-01,4.202,1.094,25.179,3.7932
2026-04-02,4.205,1.109,24.98,3.7917
2026-04-03,4.181,1.102,24.901,3.7894
2026-04-04,4.176,1.123,25.161,3.792
2026-04-05,4.189,1.114,25.158,3.7945
2026-04-06,4.186,1.128,25.244,3.7969
2026-04-07,4.205,1.125,25.511,3.7994
2026-04-08,4.202,1.123,25.497,3.7991
2026-04-09,4.194,1.134,25.451,3.7975
2026-04-10,4.192,1.143,25.353,3.8028
2026-04-11,4.167,1.141,25.306,3.7999
2026-04-12,4.171,1.127,25.336,3.7992
2026-04-13,4.195,1.127,25.406,3.7978
2026-04-14,4.219,1.138,25.457,3.7991
2026-04-15,4.241,1.135,25.741,3.7985
2026-04-16,4.247,1.128,25.618,3.7981
2026-04-17,4.247,1.137,25.698,3.7989
2026-04-18,4.229,1.142,25.714,3.7975
2026-04-19,4.219,1.149,25.794,3.7994
2026-04-20,4.228,1.146,25.583,3.8033
2026-04-21,4.221,1.142,25.777,3.803
2026-04-22,4.235,1.16,25.739,3.8011
2026-04-23,4.222,1.16,25.55,3.8009
2026-04-24,4.178,1.169,25.639,3.7949
2026-04-25,4.178,1.166,25.312,3.7938
2026-04-26,4.165,1.17,25.317,3.7923
2026-04-27,4.168,1.171,25.432,3.793
2026-04-28,4.166,1.173,25.674,3.7922
2026-04-29,4.132,1.166,25.519,3.7971
2026-04-30,4.149,1.172,25.41,3.795
2026-05-01,4.167,1.173,25.277,3.7972
2026-05-02,4.164,1.191,25.465,3.8044
2026-05-03,4.153,1.195,25.548,3.8062
2026-05-04,4.142,1.196,25.574,3.8006
2026-05-05,4.142,1.194,25.571,3.7996
2026-05-06,4.13,1.195,25.501,3.8001
2026-05-07,4.11,1.197,25.463,3.7988
2026-05-08,4.12,1.185,25.412,3.792
2026-05-09,4.122,1.181,25.492,3.7929
2026-05-10,4.136,1.178,25.453,3.7965
2026-05-11,4.114,1.175,25.367,3.799
2026-05-12,4.136,1.173,25.177,3.8052
2026-05-13,4.118,1.191,25.525,3.8011
2026-05-14,4.122,1.193,25.451,3.7986
2026-05-15,4.116,1.182,25.35,3.8002
2026-05-16,4.112,1.186,25.256,3.7938
2026-05-17,4.118,1.169,25.361,3.7908
2026-05-18,4.116,1.173,25.393,3.7907
2026-05-19,4.155,1.173,25.333,3.7905
2026-05-20,4.131,1.175,25.458,3.7935
2026-05-21,4.151,1.162,25.495,3.7921
2026-05-22,4.192,1.173,25.643,3.7913
2026-05-23,4.173,1.186,25.447,3.7959
2026-05-24,4.164,1.191,25.794,3.7967
2026-05-25,4.175,1.189,25.713,3.7953
2026-05-26,4.174,1.186,25.875,3.7928
2026-05-27,4.204,1.183,25.835,3.7941
2026-05-28,4.221,1.185,25.967,3.795
2026-05-29,4.21,1.19,25.837,3.7944
2026-05-30,4.214,1.194,25.656,3.7949
2026-05-31,4.209,1.182,25.45,3.7926
2026-06-01,4.224,1.181,25.435,3.7945
2026-06-02,4.237,1.179,25.582,3.7936
2026-06-03,4.249,1.188,25.527,3.7953
2026-06-04,4.207,1.209,25.679,3.7921
2026-06-05,4.192,1.215,25.702,3.7905
2026-06-06,4.183,1.213,25.742,3.7856
2026-06-07,4.212,1.207,25.745,3.7887
2026-06-08,4.227,1.212,25.492,3.7897
2026-06-09,4.229,1.213,25.635,3.7952
2026-06-10,4.2,1.206,25.515,3.794
2026-06-11,4.18,1.207,25.414,3.7943
2026-06-12,4.165,1.195,25.223,3.7948
2026-06-13,4.151,1.212,25.222,3.7924
2026-06-14,4.174,1.202,24.949,3.792
2026-06-15,4.187,1.196,25.009,3.7893
2026-06-16,4.175,1.193,24.884,3.7963
2026-06-17,4.165,1.181,24.909,3.7964
2026-06-18,4.174,1.182,25.073,3.7949
2026-06-19,4.141,1.185,25.055,3.79
2026-06-20,4.135,1.188,25.129,3.7908
2026-06-21,4.153,1.175,25.229,3.7948
2026-06-22,4.146,1.175,25.354,3.8008
2026-06-23,4.132,1.175,25.481,3.7968
2026-06-24,4.117,1.183,25.601,3.799
2026-06-25,4.104,1.187,25.706,3.7977
2026-06-26,4.105,1.196,25.548,3.7999
2026-06-27,4.112,1.199,25.755,3.7987
2026-06-28,4.075,1.215,25.817,3.7942
2026-06-29,4.088,1.23,25.877,3.7921
2026-06-30,4.115,1.229,26.089,3.7924
2026-07-01,4.1,1.234,26.298,3.7918
2026-07-02,4.11,1.236,26.373,3.7959
2026-07-03,4.139,1.25,26.225,3.7948
2026-07-04,4.149,1.249,26.095,3.7966
2026-07-05,4.128,1.246,25.957,3.7987
2026-07-06,4.138,1.252,25.971,3.7972
2026-07-07,4.148,1.255,25.826,3.797
2026-07-08,4.167,1.257,25.76,3.7955
2026-07-09,4.187,1.256,25.699,3.7946
2026-07-10,4.197,1.265,25.62,3.7897
2026-07-11,4.216,1.264,25.605,3.7887
2026-07-12,4.182,1.269,25.414,3.7903
2026-07-13,4.185,1.266,25.424,3.7893
2026-07-14,4.14,1.27,25.517,3.7877
2026-07-15,4.128,1.271,25.643,3.7834
2026-07-16,4.146,1.253,25.822,3.7831
2026-07-17,4.115,1.251,25.923,3.784
2026-07-18,4.112,1.25,25.869,3.7849
2026-07-19,4.131,1.26,25.943,3.7846
2026-07-20,4.089,1.26,25.886,3.7899
2026-07-21,4.074,1.261,25.832,3.7912
2026-07-22,4.093,1.252,25.698,3.7846
2026-07-23,4.131,1.254,25.814,3.7821
2026-07-24,4.13,1.254,25.966,3.7812
2026-07-25,4.154,1.257,25.889,3.7831
2026-07-26,4.144,1.238,25.795,3.7867
2026-07-27,4.191,1.23,25.835,3.786
2026-07-28,4.186,1.222,25.571,3.7869
2026-07-29,4.192,1.216,25.502,3.7856
2026-07-30,4.173,1.205,25.634,3.7864
2026-07-31,4.177,1.215,25.509,3.7906
2026-08-01,4.178,1.223,25.592,3.7881
2026-08-02,4.177,1.229,25.641,3.7913
2026-08-03,4.188,1.24,26.001,3.7901
2026-08-04,4.183,1.228,25.912,3.7945
2026-08-05,4.125,1.235,26.206,3.7931
2026-08-06,4.078,1.226,26.26,3.7969
2026-08-07,4.075,1.24,26.015,3.798
2026-08-08,4.111,1.233,25.939,3.7974
2026-08-09,4.109,1.239,26.185,3.7977
2026-08-10,4.104,1.243,26.212,3.7987
2026-08-11,4.142,1.249,26.098,3.7967
2026-08-12,4.122,1.244,25.976,3.7908
2026-08-13,4.127,1.256,25.775,3.7899
2026-08-14,4.117,1.257,25.822,3.7932
2026-08-15,4.129,1.257,25.793,3.7944
2026-08-16,4.141,1.24,25.823,3.7937
2026-08-17,4.156,1.248,25.998,3.7896
2026-08-18,4.17,1.257,26.141,3.7875
2026-08-19,4.142,1.26,26.036,3.7837
2026-08-20,4.158,1.265,25.894,3.7891
2026-08-21,4.15,1.261,25.748,3.7874
2026-08-22,4.164,1.268,25.573,3.7894
2026-08-23,4.186,1.265,25.704,3.7918
2026-08-24,4.206,1.277,25.616,3.7959
2026-08-25,4.171,1.283,25.58,3.8009
2026-08-26,4.161,1.271,25.609,3.8027
2026-08-27,4.138,1.269,25.443,3.8056
2026-08-28,4.144,1.273,25.532,3.8074
2026-08-29,4.119,1.269,25.832,3.8052
2026-08-30,4.111,1.27,25.684,3.8039
2026-08-31,4.124,1.279,25.626,3.8061
2026-09-01,4.114,1.276,25.568,3.8092
2026-09-02,4.121,1.275,25.499,3.8114
2026-09-03,4.154,1.293,25.447,3.8066
2026-09-04,4.173,1.295,25.588,3.8074
2026-09-05,4.189,1.294,25.67,3.804
2026-09-06,4.207,1.298,25.678,3.8048
2026-09-07,4.2,1.292,25.629,3.8072
2026-09-08,4.186,1.294,25.657,3.8097
2026-09-09,4.16,1.281,25.851,3.8104
2026-09-10,4.182,1.297,25.928,3.8161
2026-09-11,4.187,1.286,25.794,3.8169
2026-09-12,4.198,1.282,25.575,3.8153
2026-09-13,4.152,1.27,25.659,3.8183
2026-09-14,4.163,1.279,25.922,3.8137
2026-09-15,4.204,1.281,25.776,3.8078
2026-09-16,4.2,1.29,25.646,3.8073
2026-09-17,4.18,1.28,25.555,3.8079
2026-09-18,4.197,1.275,25.358,3.8093
2026-09-19,4.163,1.275,25.189,3.8129
2026-09-20,4.155,1.266,25.224,3.8168
2026-09-21,4.14,1.26,25.293,3.8121
2026-09-22,4.156,1.27,25.237,3.8135
2026-09-23,4.174,1.266,25.535,3.8152
2026-09-24,4.189,1.269,25.351,3.8178
2026-09-25,4.168,1.262,25.295,3.8248
2026-09-26,4.177,1.282,25.152,3.8274
2026-09-27,4.194,1.29,25.053,3.8221
2026-09-28,4.178,1.289,25.094,3.8172
2026-09-29,4.187,1.296,25.059,3.8116
2026-09-30,4.193,1.289,24.769,3.8158
2026-10-01,4.202,1.281,24.529,3.8207
2026-10-02,4.211,1.276,24.393,3.8218
2026-10-03,4.208,1.281,24.338,3.8204
2026-10-04,4.218,1.303,24.27,3.8145
2026-10-05,4.196,1.306,24.426,3.8132
2026-10-06,4.228,1.302,24.74,3.819
2026-10-07,4.23,1.299,24.58,3.8171
2026-10-08,4.237,1.297,24.757,3.8135
2026-10-09,4.236,1.291,24.914,3.8122
2026-10-10,4.238,1.298,24.9,3.8129
2026-10-11,4.253,1.305,24.922,3.8156
2026-10-12,4.262,1.304,24.941,3.8162
2026-10-13,4.242,1.311,25.248,3.8161
2026-10-14,4.246,1.304,25.322,3.8176
2026-10-15,4.237,1.302,25.309,3.8172
2026-10-16,4.261,1.302,25.301,3.818
2026-10-17,4.228,1.308,25.531,3.8165
2026-10-18,4.253,1.303,25.444,3.8164
2026-10-19,4.246,1.287,25.371,3.8199
2026-10-20,4.237,1.277,25.409,3.8152
2026-10-21,4.234,1.27,25.485,3.8126
2026-10-22,4.246,1.28,25.712,3.8116
2026-10-23,4.211,1.273,25.888,3.8145
2026-10-24,4.23,1.282,25.912,3.8142
2026-10-25,4.224,1.274,26.135,3.8125
2026-10-26,4.206,1.275,26.251,3.8052
2026-10-27,4.237,1.286,26.368,3.8082
2026-10-28,4.252,1.277,26.358,3.805
2026-10-29,4.271,1.29,26.499,3.8011
2026-10-30,4.263,1.286,26.32,3.8009
2026-10-31,4.286,1.277,26.267,3.8007
2026-11-01,4.303,1.263,26.612,3.7976
2026-11-02,4.329,1.256,26.793,3.7954
2026-11-03,4.332,1.249,27.008,3.7932
2026-11-04,4.321,1.241,26.953,3.7947
2026-11-05,4.31,1.236,27.029,3.7951
2026-11-06,4.315,1.244,27.166,3.7962
2026-11-07,4.308,1.24,27.11,3.7964
2026-11-08,4.305,1.249,26.823,3.7938
2026-11-09,4.296,1.239,26.878,3.7926
2026-11-10,4.315,1.24,26.507,3.7892
2026-11-11,4.335,1.231,26.583,3.7853
2026-11-12,4.361,1.239,26.687,3.7848
2026-11-13,4.373,1.243,26.902,3.7889
2026-11-14,4.348,1.236,26.958,3.7877
2026-11-15,4.354,1.241,26.836,3.7838
2026-11-16,4.365,1.24,27.083,3.7845
2026-11-17,4.352,1.236,27.159,3.7804
2026-11-18,4.324,1.237,26.834,3.778
2026-11-19,4.363,1.24,26.883,3.7818
2026-11-20,4.344,1.236,26.768,3.7841
2026-11-21,4.342,1.233,26.994,3.7859
2026-11-22,4.361,1.222,27.158,3.7883
2026-11-23,4.367,1.226,27.109,3.7879
2026-11-24,4.363,1.221,27.025,3.7865
2026-11-25,4.385,1.23,27.185,3.7844
2026-11-26,4.382,1.229,27.426,3.7866
2026-11-27,4.396,1.224,27.321,3.7857
2026-11-28,4.381,1.24,27.322,3.7889
2026-11-29,4.376,1.24,27.383,3.7894
2026-11-30,4.378,1.24,27.295,3.7855
2026-12-01,4.317,1.232,27.365,3.788
2026-12-02,4.311,1.23,27.273,3.7878
2026-12-03,4.353,1.231,27.139,3.7907
2026-12-04,4.385,1.241,27.155,3.7893
2026-12-05,4.354,1.246,27.094,3.7944
2026-12-06,4.384,1.231,27.331,3.7942
2026-12-07,4.372,1.237,27.403,3.7936
2026-12-08,4.392,1.253,27.111,3.7976
2026-12-09,4.437,1.263,27.232,3.7918
2026-12-10,4.435,1.257,27.137,3.7963
2026-12-11,4.418,1.264,27.039,3.7973
2026-12-12,4.412,1.263,26.836,3.7998
2026-12-13,4.423,1.267,26.912,3.7992
2026-12-14,4.393,1.273,26.711,3.7945
2026-12-15,4.405,1.27,26.701,3.7939
2026-12-16,4.422,1.273,26.565,3.7929
2026-12-17,4.408,1.261,26.541,3.794
2026-12-18,4.443,1.258,26.344,3.7857
2026-12-19,4.451,1.254,26.314,3.7854
2026-12-20,4.427,1.259,26.01,3.7857
2026-12-21,4.374,1.265,26.143,3.7873
2026-12-22,4.379,1.267,26.207,3.786
2026-12-23,4.379,1.276,26.356,3.7829
2026-12-24,4.396,1.273,26.293,3.7858
2026-12-25,4.385,1.261,26.403,3.7897
2026-12-26,4.357,1.25,26.349,3.7934
2026-12-27,4.347,1.257,26.545,3.7894
2026-12-28,4.389,1.254,26.907,3.7831
2026-12-29,4.391,1.242,26.83,3.7844
2026-12-30,4.384,1.236,26.892,3.7824
2026-12-31,4.402,1.218,27.186,3.7765
2027-01-01,4.422,1.212,27.303,3.7769
2027-01-02,4.44,1.22,27.201,3.7746
2027-01-03,4.438,1.221,27.562,3.7724
2027-01-04,4.417,1.227,27.912,3.7733
2027-01-05,4.435,1.225,27.978,3.772
2027-01-06,4.412,1.225,27.788,3.7782
2027-01-07,4.389,1.219,28.087,3.7746
2027-01-08,4.38,1.23,28.014,3.775
2027-01-09,4.393,1.238,27.552,3.7732
2027-01-10,4.406,1.247,27.395,3.7745
2027-01-11,4.41,1.241,27.339,3.7775
2027-01-12,4.404,1.246,27.292,3.7762
2027-01-13,4.464,1.247,27.439,3.7789
2027-01-14,4.457,1.264,27.633,3.7823
2027-01-15,4.454,1.263,27.435,3.7839
2027-01-16,4.44,1.276,27.237,3.7807
2027-01-17,4.449,1.275,27.302,3.7844
2027-01-18,4.417,1.278,27.212,3.7865
2027-01-19,4.391,1.276,27.186,3.7883
2027-01-20,4.389,1.279,27.233,3.7898
2027-01-21,4.419,1.271,27.354,3.7935
2027-01-22,4.426,1.281,27.232,3.7969
2027-01-23,4.425,1.276,27.157,3.7978
2027-01-24,4.396,1.272,27.21,3.799
2027-01-25,4.401,1.263,27.261,3.7952
2027-01-26,4.381,1.267,27.322,3.7954
2027-01-27,4.369,1.284,27.356,3.791
2027-01-28,4.36,1.292,27.286,3.788
2027-01-29,4.335,1.282,27.067,3.7869
2027-01-30,4.316,1.282,26.982,3.7882
2027-01-31,4.328,1.294,26.724,3.7894
2027-02-01,4.307,1.289,26.654,3.7897
2027-02-02,4.302,1.272,26.517,3.7871
2027-02-03,4.26,1.27,26.46,3.7835
2027-02-04,4.248,1.276,26.648,3.7848
2027-02-05,4.208,1.269,26.98,3.7794
2027-02-06,4.202,1.28,26.881,3.7808
2027-02-07,4.223,1.277,27.01,3.784
2027-02-08,4.196,1.284,27.007,3.7819
2027-02-09,4.219,1.276,27.195,3.7802
2027-02-10,4.207,1.279,27.241,3.7762
2027-02-11,4.207,1.276,27.384,3.7845
2027-02-12,4.177,1.272,27.222,3.7836
2027-02-13,4.196,1.273,27.142,3.7796
2027-02-14,4.209,1.279,27.347,3.7836
2027-02-15,4.23,1.274,26.84,3.7835
2027-02-16,4.22,1.292,26.835,3.7835
2027-02-17,4.229,1.283,26.894,3.7834
2027-02-18,4.216,1.295,26.738,3.7817
2027-02-19,4.216,1.296,26.576,3.7843
2027-02-20,4.254,1.294,26.771,3.7815
2027-02-21,4.237,1.293,26.736,3.7825
2027-02-22,4.25,1.296,26.757,3.7776
2027-02-23,4.265,1.281,26.88,3.7807
2027-02-24,4.267,1.279,26.858,3.7793
2027-02-25,4.264,1.274,26.905,3.784
2027-02-26,4.225,1.268,26.736,3.7822
2027-02-27,4.224,1.272,26.825,3.7778
2027-02-28,4.221,1.278,27.001,3.7798
2027-03-01,4.231,1.284,27.262,3.774
2027-03-02,4.249,1.292,27.041,3.7763
2027-03-03,4.24,1.295,27.287,3.7751
2027-03-04,4.267,1.294,27.207,3.7758
2027-03-05,4.266,1.308,27.426,3.776
2027-03-06,4.274,1.318,27.572,3.7737
2027-03-07,4.273,1.323,27.775,3.7735
2027-03-08,4.262,1.319,27.802,3.7715
2027-03-09,4.245,1.322,27.655,3.7673
