parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles,planta
PAR-002750,PN-EQ-08,2026-03-28,04:00:00,2.3,Correctiva ,Falla eléctrica - motor/tablero,3377.0,PN
PAR-000222,PNEQ01,2026-05-23,15:00:00,4.0,Preventiva,Mantenimiento programado (plan anual),6621.0,PN
PAR-002327,PN-EQ-07,2024-11-08,14:00:00,1.7,Correctiva ,Falla de lubricación,2978.0,PN
PAR-003413,PNEQ10,2025-09-07,03:00:00,17.4,Correctiva,Falla mecánica - desgaste de componente,21684.0,PN
PAR-001136,pn-eq-04,2025-02-21,03:00:00,10.2,Correctiva,Falla de lubricación,19537.0,PN
PAR-002491,PN-EQ-07	,2027-03-12,01:00:00,6.3,PREVENTIVA,Mantenimiento programado (plan anual),11074.0,PN
PAR-002311,PN-EQ-07	,2024-09-03,17:00:00,1.1, correctiva,Atoro de mineral / obstrucción,1735.0,PN
PAR-003101, PN-EQ-09,2026-07-23,21:00:00,0.5,Operativa,Condiciones climáticas adversas,145.0,PN
PAR-002261,PN-EQ-06	,2027-11-23,05:00:00,5.3,Preventiva,Mantenimiento programado (plan anual),10759.0,PN
PAR-001914,PN-EQ-06,2024-03-16,13:00:00,2.3,CORRECTIVA,Falla eléctrica - motor/tablero,1845.0,PN
PAR-001971,PN-EQ-06	,2024-10-20,06:00:00,1.8,Operativa,Falta de mineral en cancha,636.0,PN
PAR-002248,PNEQ06,2027-09-13,20:00:00,2.2,Operativa,Condiciones climáticas adversas,729.0,PN
PAR-000158, PN-EQ-01,2025-09-17,09:00:00,4.4,Correctiva,,8649.0,PN
PAR-002952,PNEQ09,2024-06-05,06:00:00,1.3,Operativa ,Falta de mineral en cancha,758.0,PN
PAR-000032,PN-EQ-01,2024-05-03,06:00:00,4.2,Correctiva ,Atoro de mineral / obstrucción,8783.0,PN
PAR-001636,PN_EQ_05,2025-08-14,03:00:00,20.0,Correctiva ,Atoro de mineral / obstrucción,,PN
PAR-003654, PN-EQ-10,2027-09-09,05:00:00,4.6,Preventiva,Mantenimiento programado (plan anual),7450.0,PN
PAR-002313,PN-EQ-07 ,2024-09-16,13:00:00,7.6, correctiva,Falla mecánica - desgaste de componente,10580.0,PN
PAR-001848,pn-eq-05,2027-07-31,08:00:00,10.2,Correctiva,Atoro de mineral / obstrucción,8715.0,PN
PAR-002038,PNEQ06,2025-07-04,07:00:00,14.6,Correctiva ,Falla mecánica - desgaste de componente,29397.0,PN
PAR-000039,PN_EQ_01,2024-06-03,01:00:00,7.3,Correctiva ,Falla de lubricación,11636.0,PN
PAR-001146,PN_EQ_04,2025-03-09,00:00:00,20.0,Correctiva,Atoro de mineral / obstrucción,41185.0,PN
PAR-000608, PN-EQ-02,2026-09-19,00:00:00,8.4,Preventiva,Mantenimiento programado (plan anual),,PN
PAR-003320,PN-EQ-10 ,2024-11-28,12:00:00,2.8, correctiva,Rotura de faja/correa,3551.0,PN
PAR-002655,PN-EQ-08	,2025-04-18,07:00:00,1.9,Correctiva,Falla de lubricación,2159.0,PN
PAR-000599,PN-EQ-02,2026-08-15,08:00:00,5.1, preventiva,Mantenimiento programado (plan anual),7319.0,PN
PAR-000089,pn-eq-01,2024-12-20,02:00:00,5.1,Correctiva,Falla eléctrica - motor/tablero,10665.0,PN
PAR-003198,pn-eq-09,2027-10-06,10:00:00,6.3,Correctiva,Falla de lubricación,,PN
PAR-001940,PN-EQ-06 ,2024-07-02,02:00:00,1.0,CORRECTIVA,Atoro de mineral / obstrucción,1825.0,PN
PAR-001448,PN-EQ-04	,2027-11-09,09:00:00,2.6,Correctiva ,Falla mecánica - desgaste de componente,3011.0,PN
PAR-000841,PN-EQ-03,2025-10-31,03:00:00,8.1, preventiva,Mantenimiento programado (plan anual),14152.0,PN
PAR-002192,PN-EQ-06,2027-02-14,16:00:00,0.5,CORRECTIVA,Atoro de mineral / obstrucción,629.0,PN
PAR-003372,PNEQ10,2025-05-07,01:00:00,15.3,Correctiva ,Atoro de mineral / obstrucción,20197.0,PN
PAR-000938, PN-EQ-03,2027-01-07,01:00:00,3.5, correctiva,Falla eléctrica - motor/tablero,4637.0,PN
PAR-001400, PN-EQ-04,2027-06-21,11:00:00,4.6,Correctiva ,Atoro de mineral / obstrucción,8323.0,PN
PAR-000526,PN-EQ-02	,2025-10-17,02:00:00,4.7,Preventiva ,Mantenimiento programado (plan anual),7478.0,PN
PAR-002453,PN-EQ-07 ,2026-09-12,17:00:00,4.1, correctiva,Rotura de faja/correa,6390.0,PN
PAR-000018,PN_EQ_01,2024-03-23,06:00:00,7.7,Preventiva ,Mantenimiento programado (plan anual),16051.0,PN
PAR-000520,PN-EQ-02 ,2025-09-25,02:00:00,6.1,Preventiva,Mantenimiento programado (plan anual),9947.0,PN
PAR-003679, PN-EQ-10,2027-12-13,02:00:00,1.9,Operativa,Condiciones climáticas adversas,1013.0,PN
PAR-003184,PN_EQ_09,2027-07-26,02:00:00,6.9,PREVENTIVA,Mantenimiento programado (plan anual),8755.0,PN
PAR-001952,PN-EQ-06 ,2024-08-19,09:00:00,2.6, operativa,Corte de energía externo,1484.0,PN
PAR-003229,PN-EQ-10 ,2024-02-24,01:00:00,7.9, correctiva,Rotura de faja/correa,14354.0,PN
PAR-001382,PN-EQ-04 ,2027-05-02,13:00:00,2.6,Operativa,Falta de mineral en cancha,764.0,PN
PAR-000555,PN-EQ-02,2026-02-10,01:00:00,2.7,Operativa,Falta de mineral en cancha,1297.0,PN
PAR-002716, PN-EQ-08,2025-12-07,06:00:00,10.4,Correctiva,Atoro de mineral / obstrucción,10435.0,PN
PAR-002113,pn-eq-06,2026-04-28,08:00:00,6.8,Preventiva ,Mantenimiento programado (plan anual),,PN
PAR-002781,PN-EQ-08	,2026-07-26,21:00:00,0.5,Correctiva ,Falla mecánica - desgaste de componente,404.0,PN
PAR-003658,pn-eq-10,2027-09-17,00:00:00,11.8,Correctiva,Falla de lubricación,24143.0,PN
PAR-003314, PN-EQ-10,2024-11-09,07:00:00,1.0,Operativa,Falta de mineral en cancha,413.0,PN
PAR-001844,PN-EQ-05	,2027-07-22,09:00:00,2.3,Correctiva ,Falla de lubricación,3199.0,PN
PAR-001203,PN_EQ_04,2025-08-30,01:00:00,4.8, correctiva,Falla mecánica - desgaste de componente,8889.0,PN
PAR-002454,PN-EQ-07,2026-09-13,06:00:00,2.5, operativa,Corte de energía externo,1183.0,PN
PAR-002471,PN-EQ-07	,2026-12-07,08:00:00,0.6,Correctiva,Falla de lubricación,759.0,PN
PAR-003529,PN-EQ-10	,2026-07-23,04:00:00,7.3,Preventiva,Mantenimiento programado (plan anual),8855.0,PN
PAR-003257,PN_EQ_10,2024-06-05,05:00:00,16.9,CORRECTIVA,Falla de lubricación,17607.0,PN
PAR-003047,PN-EQ-09	,2025-09-18,18:00:00,2.3,OPERATIVA,Condiciones climáticas adversas,1370.0,PN
PAR-000011,PN-EQ-01	,2024-03-06,03:00:00,2.2, correctiva,Rotura de faja/correa,4514.0,PN
PAR-000119,PNEQ01,2025-03-24,17:00:00,1.3,Correctiva ,Falla de lubricación,1722.0,PN
PAR-001380,PN_EQ_04,2027-04-23,09:00:00,5.2,Preventiva ,Mantenimiento programado (plan anual),5844.0,PN
PAR-003426,PN_EQ_10,2025-10-26,08:00:00,7.5,PREVENTIVA,,13137.0,PN
PAR-003548, PN-EQ-10,2026-09-21,07:00:00,2.5,Operativa,Espera de insumos (reactivos/bolas de molienda),584.0,PN
PAR-000977,PNEQ03,2027-07-27,04:00:00,2.3,CORRECTIVA,,3154.0,PN
PAR-001886,PN-EQ-05 ,2027-11-06,02:00:00,20.0,Correctiva ,Falla eléctrica - motor/tablero,25715.0,PN
PAR-000286,pn-eq-01,2027-04-10,09:00:00,1.8,Operativa ,,,PN
PAR-002369, PN-EQ-07,2025-07-31,10:00:00,7.0,Preventiva ,Mantenimiento programado (plan anual),7819.0,PN
PAR-000046,pn-eq-01,2024-07-04,03:00:00,15.8,Correctiva,,25338.0,PN
PAR-003673,PNEQ10,2027-11-11,15:00:00,5.4,CORRECTIVA,Rotura de faja/correa,10159.0,PN
PAR-001929,PNEQ06,2024-05-14,11:00:00,8.0,Correctiva,Falla de lubricación,14109.0,PN
PAR-002015,PNEQ06,2025-04-11,04:00:00,9.0,Correctiva,Falla mecánica - desgaste de componente,12894.0,PN
PAR-000339, PN-EQ-01,2027-10-21,08:00:00,7.0,CORRECTIVA,Rotura de faja/correa,14392.0,PN
PAR-003442,pn-eq-10,2025-12-06,00:00:00,20.0,Correctiva,Falla eléctrica - motor/tablero,33726.0,PN
PAR-001991,PN_EQ_06,2024-12-29,11:00:00,10.3,Correctiva,Falla eléctrica - motor/tablero,16635.0,PN
PAR-000264,PNEQ01,2026-12-26,04:00:00,8.8,Correctiva,Falla mecánica - desgaste de componente,14717.0,PN
PAR-000043,PN-EQ-01 ,2024-06-19,17:00:00,1.2,CORRECTIVA,Atoro de mineral / obstrucción,2607.0,PN
PAR-003563,PN-EQ-10	,2026-11-07,11:00:00,2.3, operativa,Falta de mineral en cancha,1162.0,PN
PAR-001644,PN_EQ_05,2025-09-12,01:00:00,20.0, correctiva,Falla mecánica - desgaste de componente,37468.0,PN
PAR-001509,PN-EQ-05 ,2024-06-16,13:00:00,0.8,Operativa,Espera de insumos (reactivos/bolas de molienda),349.0,PN
PAR-002315, PN-EQ-07,2024-09-27,05:00:00,0.5,Correctiva,Rotura de faja/correa,1073.0,PN
PAR-000147,PN-EQ-01,2025-07-24,18:00:00,2.8,Correctiva,Falla eléctrica - motor/tablero,5159.0,PN
PAR-002713,PN_EQ_08,2025-11-29,01:00:00,11.6,Correctiva,Rotura de faja/correa,25226.0,PN
PAR-000433,PN-EQ-02	,2024-10-22,04:00:00,8.0,CORRECTIVA,Falla eléctrica - motor/tablero,8958.0,PN
PAR-002416,PNEQ07,2026-04-02,03:00:00,0.5, correctiva,,650.0,PN
PAR-002851,PNEQ08,2027-05-31,00:00:00,1.4, operativa,Falta de mineral en cancha,542.0,PN
PAR-001766,PNEQ05,2026-11-10,05:00:00,4.9,CORRECTIVA,Falla de lubricación,9247.0,PN
PAR-002379,PN_EQ_07,2025-09-23,10:00:00,10.0,CORRECTIVA,Atoro de mineral / obstrucción,14159.0,PN
PAR-000609,PN_EQ_02,2026-09-30,07:00:00,1.5,Operativa,Corte de energía externo,646.0,PN
PAR-003196, PN-EQ-09,2027-10-03,03:00:00,4.8,Correctiva,Falla eléctrica - motor/tablero,4832.0,PN
PAR-002665,PN-EQ-08	,2025-06-02,11:00:00,2.0,CORRECTIVA,,3502.0,PN
PAR-001057,PN-EQ-04 ,2024-06-12,02:00:00,-7.2,Preventiva,Mantenimiento programado (plan anual),6356.0,PN
PAR-002857,PN-EQ-08	,2027-06-23,00:00:00,1.9,Operativa ,Condiciones climáticas adversas,447.0,PN
PAR-001117,PN-EQ-04	,2025-01-04,04:00:00,17.8, correctiva,Falla mecánica - desgaste de componente,31620.0,PN
PAR-002723, PN-EQ-08,2025-12-28,10:00:00,5.8,Correctiva,Falla de lubricación,9212.0,PN
PAR-001101,PN_EQ_04,2024-11-06,03:00:00,0.7,CORRECTIVA,Atoro de mineral / obstrucción,563.0,PN
PAR-000444,PN-EQ-02 ,2024-12-13,17:00:00,2.5, operativa,Condiciones climáticas adversas,1351.0,PN
PAR-001238,PN-EQ-04,2025-12-10,10:00:00,8.8, preventiva,Mantenimiento programado (plan anual),10523.0,PN
PAR-002142,PN_EQ_06,2026-08-11,00:00:00,20.0,Correctiva ,Rotura de faja/correa,30888.0,PN
PAR-002846, PN-EQ-08,2027-05-14,05:00:00,3.9,Correctiva,Atoro de mineral / obstrucción,3858.0,PN
PAR-003008,PN-EQ-09,2025-04-05,19:00:00,1.2, correctiva,Rotura de faja/correa,1764.0,PN
PAR-002342,PN-EQ-07 ,2025-02-06,10:00:00,2.8,Operativa ,Espera de insumos (reactivos/bolas de molienda),,PN
PAR-000458,PNEQ02,2025-01-27,12:00:00,5.0,CORRECTIVA,Atoro de mineral / obstrucción,,PN
PAR-002602,PN_EQ_08,2024-08-25,00:00:00,1.4,Operativa ,Falta de mineral en cancha,514.0,PN
PAR-003077,PNEQ09,2026-03-11,07:00:00,8.5,Correctiva ,Rotura de faja/correa,6890.0,PN
PAR-001934,PNEQ06,2024-06-13,17:00:00,3.7,Correctiva,Falla eléctrica - motor/tablero,4957.0,PN
PAR-002124,PN-EQ-06 ,2026-06-03,02:00:00,2.6,Operativa ,Corte de energía externo,1168.0,PN
PAR-000902,PN-EQ-03	,2026-08-04,09:00:00,2.2, operativa,Corte de energía externo,1276.0,PN
PAR-002685,PN-EQ-08,2025-08-07,17:00:00,0.5, correctiva,Falla eléctrica - motor/tablero,950.0,PN
PAR-002071,PN-EQ-06	,2025-11-28,03:00:00,2.0,CORRECTIVA,Falla eléctrica - motor/tablero,4079.0,PN
PAR-000070,PNEQ01,2024-10-02,09:00:00,4.9,Correctiva,Atoro de mineral / obstrucciÃ³n,4000.0,PN
PAR-000066,pn-eq-01,2024-09-20,15:00:00,2.4,Operativa ,Falta de mineral en cancha,1120.0,PN
PAR-003521,PN_EQ_10,2026-07-04,18:00:00,0.5,CORRECTIVA,Falla eléctrica - motor/tablero,834.0,PN
PAR-001366, PN-EQ-04,2027-02-16,17:00:00,5.8, preventiva,Mantenimiento programado (plan anual),10004.0,PN
PAR-003225, PN-EQ-10,2024-02-04,14:00:00,6.0,Correctiva,Falla mecánica - desgaste de componente,8887.0,PN
PAR-001981,PN-EQ-06	,2024-11-20,08:00:00,2.0,Operativa,Corte de energía externo,1074.0,PN
PAR-000496,PN-EQ-02	,2025-07-03,10:00:00,9.8,Correctiva ,Falla mecánica - desgaste de componente,19994.0,PN
PAR-000744,PN-EQ-03 ,2024-04-17,10:00:00,0.9,Correctiva,Atoro de mineral / obstrucción,1922.0,PN
PAR-000012,PNEQ01,2024-03-07,10:00:00,7.9, preventiva,Mantenimiento programado (plan anual),11041.0,PN
PAR-001965,PN_EQ_06,2024-09-20,11:00:00,1.1,Correctiva,Atoro de mineral / obstrucción,2234.0,PN
PAR-000996,pn-eq-03,2027-10-19,10:00:00,5.0, correctiva,Atoro de mineral / obstrucción,9832.0,PN
PAR-003325,PN-EQ-10	,2024-12-12,08:00:00,3.4,CORRECTIVA,Rotura de faja/correa,3587.0,PN
PAR-001522,PN-EQ-05,2024-08-08,15:00:00,3.0,Correctiva,Atoro de mineral / obstrucción,5567.0,PN
PAR-002371,pn-eq-07,2025-08-03,12:00:00,1.4,Correctiva ,Falla eléctrica - motor/tablero,2809.0,PN
PAR-000679,PN-EQ-02	,2027-06-25,12:00:00,4.2,PREVENTIVA,Mantenimiento programado (plan anual),8021.0,PN
PAR-000756,PNEQ03,2024-06-28,14:00:00,1.5,Operativa,Corte de energía externo,386.0,PN
PAR-003597,PN-EQ-10	,2027-03-09,03:00:00,8.3,PREVENTIVA,Mantenimiento programado (plan anual),10414.0,PN
PAR-001249,PN-EQ-04,2026-01-19,09:00:00,4.5,Correctiva ,Falla eléctrica - motor/tablero,7911.0,PN
PAR-000080,PN_EQ_01,2024-11-15,14:00:00,1.2,Correctiva,Rotura de faja/correa,1136.0,PN
PAR-001479, PN-EQ-05,2024-02-22,05:00:00,8.7,PREVENTIVA,Mantenimiento programado (plan anual),15444.0,PN
PAR-001211,PNEQ04,2025-09-22,11:00:00,3.6,CORRECTIVA,Rotura de faja/correa,3797.0,PN
PAR-001268,PN-EQ-04 ,2026-03-13,04:00:00,10.2,Correctiva,Rotura de faja/correa,21779.0,PN
PAR-001038,PN-EQ-04,2024-03-28,02:00:00,16.5,CORRECTIVA,Falla de lubricación,33189.0,PN
PAR-002312,PN_EQ_07,2024-09-14,04:00:00,7.1,Preventiva ,Mantenimiento programado (plan anual),9274.0,PN
PAR-001028,PN-EQ-04 ,2024-03-02,07:00:00,0.7,Correctiva,Rotura de faja/correa,1516.0,PN
PAR-002833,PN-EQ-08	,2027-03-13,06:00:00,5.5,Correctiva,Atoro de mineral / obstrucción,6087.0,PN
PAR-000900,pn-eq-03,2026-07-31,03:00:00,4.4,Preventiva ,Mantenimiento programado (plan anual),6098.0,PN
PAR-002105,PNEQ06,2026-04-03,14:00:00,2.6,Operativa ,Condiciones climáticas adversas,1127.0,PN
PAR-000075,PNEQ01,2024-10-26,03:00:00,5.3, preventiva,Mantenimiento programado (plan anual),4972.0,PN
PAR-002553, PN-EQ-08,2024-01-11,05:00:00,2.6,Correctiva ,Rotura de faja/correa,2558.0,PN
PAR-002986,PN-EQ-09,2024-12-12,12:00:00,5.1, preventiva,Mantenimiento programado (plan anual),4231.0,PN
PAR-002973,PN-EQ-09 ,2024-09-20,05:00:00,10.2,CORRECTIVA,Falla eléctrica - motor/tablero,22282.0,PN
PAR-003392,PN_EQ_10,2025-07-02,06:00:00,16.5,Correctiva ,Rotura de faja/correa,22511.0,PN
PAR-003009,PNEQ09,2025-04-14,15:00:00,1.2,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),612.0,PN
PAR-001260,PN-EQ-04	,2026-02-21,01:00:00,20.0,Correctiva ,Falla mecánica - desgaste de componente,21022.0,PN
PAR-001201,PN-EQ-04 ,2025-08-25,13:00:00,5.5,PREVENTIVA,Mantenimiento programado (plan anual),,PN
PAR-002231,PN-EQ-06 ,2027-07-12,01:00:00,6.5,PREVENTIVA,Mantenimiento programado (plan anual),9579.0,PN
PAR-001895,PN_EQ_05,2027-12-15,21:00:00,1.8,Operativa ,Corte de energía externo,367.0,PN
PAR-000561,PN-EQ-02	,2026-03-01,04:00:00,7.9,Preventiva ,Mantenimiento programado (plan anual),9739.0,PN
PAR-003514,PN_EQ_10,2026-06-13,05:00:00,7.5,CORRECTIVA,Falla de lubricación,13391.0,PN
PAR-000072, PN-EQ-01,2024-10-09,01:00:00,5.4,Preventiva,Mantenimiento programado (plan anual),11784.0,PN
PAR-000970,PN-EQ-03,2027-06-29,18:00:00,4.6,Preventiva ,Mantenimiento programado (plan anual),6928.0,PN
PAR-002177, PN-EQ-06,2026-11-28,04:00:00,2.7,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),1209.0,PN
PAR-000293,pn-eq-01,2027-05-13,15:00:00,1.8, operativa,Corte de energía externo,543.0,PN
PAR-003283, PN-EQ-10,2024-08-17,05:00:00,4.4,Preventiva,Mantenimiento programado (plan anual),8977.0,PN
PAR-002707,pn-eq-08,2025-11-05,11:00:00,10.4, correctiva,Falla eléctrica - motor/tablero,18774.0,PN
PAR-001876, PN-EQ-05,2027-10-17,03:00:00,0.5,CORRECTIVA,Falla eléctrica - motor/tablero,549.0,PN
PAR-001718,PN-EQ-05,2026-05-27,02:00:00,17.5,Correctiva ,Rotura de faja/correa,24428.0,PN
PAR-000857,PN-EQ-03,2026-01-16,07:00:00,8.9,Preventiva,Mantenimiento programado (plan anual),19433.0,PN
PAR-002544,PN-EQ-07	,2027-11-28,16:00:00,4.2, preventiva,Mantenimiento programado (plan anual),,PN
PAR-003497,pn-eq-10,2026-05-02,04:00:00,1.3,CORRECTIVA,Falla mecánica - desgaste de componente,1693.0,PN
PAR-002319,pn-eq-07,2024-10-10,07:00:00,1.7,Operativa,Espera de insumos (reactivos/bolas de molienda),363.0,PN
PAR-003324,PN_EQ_10,2024-12-11,00:00:00,6.8,PREVENTIVA,Mantenimiento programado (plan anual),14515.0,PN
PAR-002568,PN-EQ-08	,2024-03-24,06:00:00,2.1,Operativa ,Espera de insumos (reactivos/bolas de molienda),1015.0,PN
PAR-003356,PN-EQ-10 ,2025-03-19,08:00:00,4.2,Correctiva ,Falla eléctrica - motor/tablero,7634.0,PN
PAR-003376,PN-EQ-10	,2025-05-11,00:00:00,1.4,Operativa,Corte de energía externo,345.0,PN
PAR-000818,PN-EQ-03	,2025-05-31,20:00:00,2.4,Correctiva,Falla mecánica - desgaste de componente,2088.0,PN
PAR-002259,PN-EQ-06,2027-11-19,06:00:00,8.3, correctiva,Falla mecánica - desgaste de componente,9957.0,PN
PAR-003447,PNEQ10,2025-12-20,01:00:00,18.1,Correctiva,Falla de lubricación,31962.0,PN
PAR-000762,PN-EQ-03	,2024-08-11,05:00:00,13.6,Correctiva,Falla eléctrica - motor/tablero,26532.0,PN
PAR-000951,PN-EQ-03	,2027-04-04,20:00:00,0.6,OPERATIVA,Condiciones climáticas adversas,259.0,PN
PAR-003224,PN-EQ-10	,2024-02-01,09:00:00,11.3,Correctiva,Falla de lubricación,22625.0,PN
PAR-000832,PN-EQ-03	,2025-09-06,08:00:00,9.7,Correctiva,Falla de lubricación,14230.0,PN
PAR-002070,PN-EQ-06 ,2025-11-27,15:00:00,7.5,Preventiva,Mantenimiento programado (plan anual),14493.0,PN
PAR-000231,PN_EQ_01,2026-07-04,07:00:00,4.8,Preventiva,Mantenimiento programado (plan anual),4366.0,PN
PAR-000869, PN-EQ-03,2026-03-20,01:00:00,1.9,OPERATIVA,Condiciones climáticas adversas,747.0,PN
PAR-003596, PN-EQ-10,2027-03-01,12:00:00,2.5,Correctiva ,Falla mecánica - desgaste de componente,5022.0,PN
PAR-000961,PN-EQ-03	,2027-05-18,15:00:00,6.6,Preventiva,Mantenimiento programado (plan anual),8714.0,PN
PAR-002115, PN-EQ-06,2026-05-06,03:00:00,20.0,CORRECTIVA,Falla de lubricación,31710.0,PN
PAR-001900,PN-EQ-05 ,2027-12-27,01:00:00,2.7,Operativa,Espera de insumos (reactivos/bolas de molienda),1557.0,PN
PAR-001681,PN-EQ-05	,2026-02-07,10:00:00,12.7,Correctiva,Falla eléctrica - motor/tablero,22761.0,PN
PAR-001870,PN-EQ-05,2027-10-10,10:00:00,2.5,CORRECTIVA,Rotura de faja/correa,2884.0,PN
PAR-003377,PNEQ10,2025-05-12,00:00:00,20.0,Correctiva,Atoro de mineral / obstrucción,32261.0,PN
PAR-003306, PN-EQ-10,2024-10-16,06:00:00,11.6,Correctiva ,Atoro de mineral / obstrucción,24541.0,PN
PAR-000129,PNEQ01,2025-05-11,14:00:00,5.7,Correctiva,Falla mecánica - desgaste de componente,10662.0,PN
PAR-000389,PN_EQ_02,2024-05-16,17:00:00,2.2,OPERATIVA,Falta de mineral en cancha,842.0,PN
PAR-002153,PNEQ06,2026-09-22,00:00:00,5.2, preventiva,Mantenimiento programado (plan anual),5095.0,PN
PAR-002662,pn-eq-08,2025-05-24,00:00:00,3.1,Correctiva,Falla mecánica - desgaste de componente,3482.0,PN
PAR-001982, PN-EQ-06,2024-11-24,03:00:00,20.0,Correctiva,Falla mecánica - desgaste de componente,26905.0,PN
PAR-001247,PN_EQ_04,2026-01-12,05:00:00,8.2,CORRECTIVA,Falla mecánica - desgaste de componente,11350.0,PN
PAR-000451,PN-EQ-02	,2024-12-30,05:00:00,2.3,CORRECTIVA,Falla eléctrica - motor/tablero,2376.0,PN
PAR-003585,pn-eq-10,2027-01-10,07:00:00,7.6, preventiva,Mantenimiento programado (plan anual),9721.0,PN
PAR-001108, PN-EQ-04,2024-12-10,19:00:00,0.9, operativa,Condiciones climáticas adversas,324.0,PN
PAR-000227,PN-EQ-01	,2026-06-14,17:00:00,2.5, operativa,Corte de energía externo,1140.0,PN
PAR-001775, PN-EQ-05,2026-12-12,01:00:00,8.0,Preventiva,Mantenimiento programado (plan anual),14551.0,PN
PAR-002160,PNEQ06,2026-10-23,15:00:00,7.8,CORRECTIVA,Falla eléctrica - motor/tablero,15030.0,PN
PAR-001711,PN_EQ_05,2026-05-08,01:00:00,20.0,Correctiva ,Falla mecánica - desgaste de componente,18594.0,PN
PAR-000095,PN-EQ-01,2025-01-01,02:00:00,8.6,Preventiva,Mantenimiento programado (plan anual),8748.0,PN
PAR-002486,PN-EQ-07 ,2027-02-13,16:00:00,6.3,Correctiva,Falla mecánica - desgaste de componente,9439.0,PN
PAR-000499,PN-EQ-02,2025-07-19,00:00:00,1.1,OPERATIVA,,380.0,PN
PAR-000142,PN-EQ-01	,2025-07-01,00:00:00,7.7, correctiva,Rotura de faja/correa,12473.0,PN
PAR-001484,PNEQ05,2024-03-10,06:00:00,7.7,PREVENTIVA,Mantenimiento programado (plan anual),16439.0,PN
PAR-003293,PN-EQ-10	,2024-09-20,17:00:00,1.8,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),892.0,PN
PAR-002388,pn-eq-07,2025-11-05,02:00:00,0.6,Operativa,Falta de mineral en cancha,343.0,PN
PAR-002574,PN-EQ-08 ,2024-04-20,02:00:00,3.0,Operativa,Corte de energía externo,772.0,PN
PAR-003398,PNEQ10,2025-07-15,17:00:00,2.1,Operativa ,Espera de insumos (reactivos/bolas de molienda),1073.0,PN
PAR-003662,PN_EQ_10,2027-10-04,10:00:00,2.1,Operativa ,Falta de mineral en cancha,1094.0,PN
PAR-003227,PN-EQ-10 ,2024-02-19,00:00:00,2.9,CORRECTIVA,Falla eléctrica - motor/tablero,4443.0,PN
PAR-000031,PN_EQ_01,2024-05-02,08:00:00,6.3,PREVENTIVA,Mantenimiento programado (plan anual),5597.0,PN
PAR-002512,PN-EQ-07 ,2027-06-18,01:00:00,7.9,Preventiva,Mantenimiento programado (plan anual),14505.0,PN
PAR-003014,pn-eq-09,2025-05-11,02:00:00,1.2,CORRECTIVA,Falla mecánica - desgaste de componente,1447.0,PN
PAR-000007,PN-EQ-01 ,2024-01-31,14:00:00,1.5, operativa,,447.0,PN
PAR-001354, PN-EQ-04,2027-01-13,03:00:00,19.2,Correctiva ,Falla mecánica - desgaste de componente,28911.0,PN
PAR-000642,pn-eq-02,2027-02-08,17:00:00,2.7,CORRECTIVA,Atoro de mineral / obstrucción,4159.0,PN
PAR-000686,PNEQ02,2027-07-31,18:00:00,0.8,Operativa,Condiciones climáticas adversas,428.0,PN
PAR-002829,PN_EQ_08,2027-02-15,16:00:00,0.7,Operativa,Condiciones climáticas adversas,199.0,PN
PAR-000780,PNEQ03,2024-12-15,00:00:00,8.6,Correctiva,Falla de lubricación,10232.0,PN
PAR-000176,PN-EQ-01,2025-11-25,20:00:00,2.2, operativa,Espera de insumos (reactivos/bolas de molienda),872.0,PN
PAR-001175,PN-EQ-04,2025-05-26,15:00:00,1.9,Operativa ,,,PN
PAR-003541,PN-EQ-10,2026-09-01,00:00:00,4.4,PREVENTIVA,Mantenimiento programado (plan anual),,PN
PAR-000872, PN-EQ-03,2026-03-29,00:00:00,3.0,Operativa,Condiciones climáticas adversas,1042.0,PN
PAR-002589,PN-EQ-08 ,2024-06-21,00:00:00,5.6,Preventiva ,Mantenimiento programado (plan anual),6177.0,PN
PAR-002962,PN-EQ-09 ,2024-08-10,00:00:00,1.2,Correctiva ,Falla mecánica - desgaste de componente,2165.0,PN
PAR-001653,PN-EQ-05	,2025-10-29,08:00:00,14.3,Correctiva,Falla mecánica - desgaste de componente,27706.0,PN
PAR-002538,PN-EQ-07,2027-11-03,00:00:00,6.6,Correctiva,Rotura de faja/correa,5395.0,PN
PAR-001430,PN-EQ-04,2027-09-21,14:00:00,8.7, correctiva,Atoro de mineral / obstrucción,12363.0,PN
PAR-003486,PN_EQ_10,2026-03-26,11:00:00,6.7,Correctiva,Atoro de mineral / obstrucción,6050.0,PN
PAR-003188,PNEQ09,2027-08-23,14:00:00,5.4,Correctiva ,,9088.0,PN
PAR-000967,pn-eq-03,2027-06-07,10:00:00,2.8,Operativa,Falta de mineral en cancha,1538.0,PN
PAR-003637,pn-eq-10,2027-07-18,02:00:00,4.4,Correctiva,Rotura de faja/correa,8475.0,PN
PAR-002761,PN-EQ-08 ,2026-05-08,10:00:00,0.6, correctiva,Falla eléctrica - motor/tablero,1093.0,PN
PAR-003002,PN-EQ-09	,2025-03-20,01:00:00,20.0,Correctiva,Falla de lubricación,39514.0,PN
